"id_tempo","data","ano","mes","dia_mes"
76,"2000-03-16",2000,3,16
77,"2000-03-17",2000,3,17
78,"2000-03-18",2000,3,18
79,"2000-03-19",2000,3,19
80,"2000-03-20",2000,3,20
81,"2000-03-21",2000,3,21
82,"2000-03-22",2000,3,22
83,"2000-03-23",2000,3,23
84,"2000-03-24",2000,3,24
85,"2000-03-25",2000,3,25
86,"2000-03-26",2000,3,26
87,"2000-03-27",2000,3,27
88,"2000-03-28",2000,3,28
89,"2000-03-29",2000,3,29
90,"2000-03-30",2000,3,30
91,"2000-03-31",2000,3,31
92,"2000-04-01",2000,4,1
93,"2000-04-02",2000,4,2
94,"2000-04-03",2000,4,3
95,"2000-04-04",2000,4,4
96,"2000-04-05",2000,4,5
97,"2000-04-06",2000,4,6
98,"2000-04-07",2000,4,7
99,"2000-04-08",2000,4,8
100,"2000-04-09",2000,4,9
101,"2000-04-10",2000,4,10
102,"2000-04-11",2000,4,11
103,"2000-04-12",2000,4,12
104,"2000-04-13",2000,4,13
105,"2000-04-14",2000,4,14
106,"2000-04-15",2000,4,15
107,"2000-04-16",2000,4,16
108,"2000-04-17",2000,4,17
109,"2000-04-18",2000,4,18
110,"2000-04-19",2000,4,19
111,"2000-04-20",2000,4,20
112,"2000-04-21",2000,4,21
113,"2000-04-22",2000,4,22
114,"2000-04-23",2000,4,23
115,"2000-04-24",2000,4,24
116,"2000-04-25",2000,4,25
117,"2000-04-26",2000,4,26
118,"2000-04-27",2000,4,27
119,"2000-04-28",2000,4,28
120,"2000-04-29",2000,4,29
121,"2000-04-30",2000,4,30
122,"2000-05-01",2000,5,1
123,"2000-05-02",2000,5,2
124,"2000-05-03",2000,5,3
125,"2000-05-04",2000,5,4
126,"2000-05-05",2000,5,5
127,"2000-05-06",2000,5,6
128,"2000-05-07",2000,5,7
129,"2000-05-08",2000,5,8
130,"2000-05-09",2000,5,9
131,"2000-05-10",2000,5,10
132,"2000-05-11",2000,5,11
133,"2000-05-12",2000,5,12
134,"2000-05-13",2000,5,13
135,"2000-05-14",2000,5,14
136,"2000-05-15",2000,5,15
137,"2000-05-16",2000,5,16
138,"2000-05-17",2000,5,17
139,"2000-05-18",2000,5,18
140,"2000-05-19",2000,5,19
141,"2000-05-20",2000,5,20
142,"2000-05-21",2000,5,21
143,"2000-05-22",2000,5,22
144,"2000-05-23",2000,5,23
145,"2000-05-24",2000,5,24
146,"2000-05-25",2000,5,25
147,"2000-05-26",2000,5,26
148,"2000-05-27",2000,5,27
149,"2000-05-28",2000,5,28
150,"2000-05-29",2000,5,29
151,"2000-05-30",2000,5,30
152,"2000-05-31",2000,5,31
153,"2000-06-01",2000,6,1
154,"2000-06-02",2000,6,2
155,"2000-06-03",2000,6,3
156,"2000-06-04",2000,6,4
157,"2000-06-05",2000,6,5
158,"2000-06-06",2000,6,6
159,"2000-06-07",2000,6,7
160,"2000-06-08",2000,6,8
161,"2000-06-09",2000,6,9
162,"2000-06-10",2000,6,10
163,"2000-06-11",2000,6,11
164,"2000-06-12",2000,6,12
165,"2000-06-13",2000,6,13
166,"2000-06-14",2000,6,14
167,"2000-06-15",2000,6,15
168,"2000-06-16",2000,6,16
169,"2000-06-17",2000,6,17
170,"2000-06-18",2000,6,18
171,"2000-06-19",2000,6,19
172,"2000-06-20",2000,6,20
173,"2000-06-21",2000,6,21
174,"2000-06-22",2000,6,22
175,"2000-06-23",2000,6,23
176,"2000-06-24",2000,6,24
177,"2000-06-25",2000,6,25
178,"2000-06-26",2000,6,26
179,"2000-06-27",2000,6,27
180,"2000-06-28",2000,6,28
181,"2000-06-29",2000,6,29
182,"2000-06-30",2000,6,30
183,"2000-07-01",2000,7,1
184,"2000-07-02",2000,7,2
185,"2000-07-03",2000,7,3
186,"2000-07-04",2000,7,4
187,"2000-07-05",2000,7,5
188,"2000-07-06",2000,7,6
189,"2000-07-07",2000,7,7
190,"2000-07-08",2000,7,8
191,"2000-07-09",2000,7,9
192,"2000-07-10",2000,7,10
193,"2000-07-11",2000,7,11
194,"2000-07-12",2000,7,12
195,"2000-07-13",2000,7,13
196,"2000-07-14",2000,7,14
197,"2000-07-15",2000,7,15
198,"2000-07-16",2000,7,16
199,"2000-07-17",2000,7,17
200,"2000-07-18",2000,7,18
201,"2000-07-19",2000,7,19
202,"2000-07-20",2000,7,20
203,"2000-07-21",2000,7,21
204,"2000-07-22",2000,7,22
205,"2000-07-23",2000,7,23
206,"2000-07-24",2000,7,24
207,"2000-07-25",2000,7,25
208,"2000-07-26",2000,7,26
209,"2000-07-27",2000,7,27
210,"2000-07-28",2000,7,28
211,"2000-07-29",2000,7,29
212,"2000-07-30",2000,7,30
213,"2000-07-31",2000,7,31
214,"2000-08-01",2000,8,1
215,"2000-08-02",2000,8,2
216,"2000-08-03",2000,8,3
217,"2000-08-04",2000,8,4
218,"2000-08-05",2000,8,5
219,"2000-08-06",2000,8,6
220,"2000-08-07",2000,8,7
221,"2000-08-08",2000,8,8
222,"2000-08-09",2000,8,9
223,"2000-08-10",2000,8,10
224,"2000-08-11",2000,8,11
225,"2000-08-12",2000,8,12
226,"2000-08-13",2000,8,13
227,"2000-08-14",2000,8,14
228,"2000-08-15",2000,8,15
229,"2000-08-16",2000,8,16
230,"2000-08-17",2000,8,17
231,"2000-08-18",2000,8,18
232,"2000-08-19",2000,8,19
233,"2000-08-20",2000,8,20
234,"2000-08-21",2000,8,21
235,"2000-08-22",2000,8,22
236,"2000-08-23",2000,8,23
237,"2000-08-24",2000,8,24
238,"2000-08-25",2000,8,25
239,"2000-08-26",2000,8,26
240,"2000-08-27",2000,8,27
241,"2000-08-28",2000,8,28
242,"2000-08-29",2000,8,29
243,"2000-08-30",2000,8,30
244,"2000-08-31",2000,8,31
245,"2000-09-01",2000,9,1
246,"2000-09-02",2000,9,2
247,"2000-09-03",2000,9,3
248,"2000-09-04",2000,9,4
249,"2000-09-05",2000,9,5
250,"2000-09-06",2000,9,6
251,"2000-09-07",2000,9,7
252,"2000-09-08",2000,9,8
253,"2000-09-09",2000,9,9
254,"2000-09-10",2000,9,10
255,"2000-09-11",2000,9,11
256,"2000-09-12",2000,9,12
257,"2000-09-13",2000,9,13
258,"2000-09-14",2000,9,14
259,"2000-09-15",2000,9,15
260,"2000-09-16",2000,9,16
261,"2000-09-17",2000,9,17
262,"2000-09-18",2000,9,18
263,"2000-09-19",2000,9,19
264,"2000-09-20",2000,9,20
265,"2000-09-21",2000,9,21
266,"2000-09-22",2000,9,22
267,"2000-09-23",2000,9,23
268,"2000-09-24",2000,9,24
269,"2000-09-25",2000,9,25
270,"2000-09-26",2000,9,26
271,"2000-09-27",2000,9,27
272,"2000-09-28",2000,9,28
273,"2000-09-29",2000,9,29
274,"2000-09-30",2000,9,30
275,"2000-10-01",2000,10,1
276,"2000-10-02",2000,10,2
277,"2000-10-03",2000,10,3
278,"2000-10-04",2000,10,4
279,"2000-10-05",2000,10,5
280,"2000-10-06",2000,10,6
281,"2000-10-07",2000,10,7
282,"2000-10-08",2000,10,8
283,"2000-10-09",2000,10,9
284,"2000-10-10",2000,10,10
285,"2000-10-11",2000,10,11
286,"2000-10-12",2000,10,12
287,"2000-10-13",2000,10,13
288,"2000-10-14",2000,10,14
289,"2000-10-15",2000,10,15
290,"2000-10-16",2000,10,16
291,"2000-10-17",2000,10,17
292,"2000-10-18",2000,10,18
293,"2000-10-19",2000,10,19
294,"2000-10-20",2000,10,20
295,"2000-10-21",2000,10,21
296,"2000-10-22",2000,10,22
297,"2000-10-23",2000,10,23
298,"2000-10-24",2000,10,24
299,"2000-10-25",2000,10,25
300,"2000-10-26",2000,10,26
301,"2000-10-27",2000,10,27
302,"2000-10-28",2000,10,28
303,"2000-10-29",2000,10,29
304,"2000-10-30",2000,10,30
305,"2000-10-31",2000,10,31
306,"2000-11-01",2000,11,1
307,"2000-11-02",2000,11,2
308,"2000-11-03",2000,11,3
309,"2000-11-04",2000,11,4
310,"2000-11-05",2000,11,5
311,"2000-11-06",2000,11,6
312,"2000-11-07",2000,11,7
313,"2000-11-08",2000,11,8
314,"2000-11-09",2000,11,9
315,"2000-11-10",2000,11,10
316,"2000-11-11",2000,11,11
317,"2000-11-12",2000,11,12
318,"2000-11-13",2000,11,13
319,"2000-11-14",2000,11,14
320,"2000-11-15",2000,11,15
321,"2000-11-16",2000,11,16
322,"2000-11-17",2000,11,17
323,"2000-11-18",2000,11,18
324,"2000-11-19",2000,11,19
325,"2000-11-20",2000,11,20
326,"2000-11-21",2000,11,21
327,"2000-11-22",2000,11,22
328,"2000-11-23",2000,11,23
329,"2000-11-24",2000,11,24
330,"2000-11-25",2000,11,25
331,"2000-11-26",2000,11,26
332,"2000-11-27",2000,11,27
333,"2000-11-28",2000,11,28
334,"2000-11-29",2000,11,29
335,"2000-11-30",2000,11,30
336,"2000-12-01",2000,12,1
337,"2000-12-02",2000,12,2
338,"2000-12-03",2000,12,3
339,"2000-12-04",2000,12,4
340,"2000-12-05",2000,12,5
341,"2000-12-06",2000,12,6
342,"2000-12-07",2000,12,7
343,"2000-12-08",2000,12,8
344,"2000-12-09",2000,12,9
345,"2000-12-10",2000,12,10
346,"2000-12-11",2000,12,11
347,"2000-12-12",2000,12,12
348,"2000-12-13",2000,12,13
349,"2000-12-14",2000,12,14
350,"2000-12-15",2000,12,15
351,"2000-12-16",2000,12,16
352,"2000-12-17",2000,12,17
353,"2000-12-18",2000,12,18
354,"2000-12-19",2000,12,19
355,"2000-12-20",2000,12,20
356,"2000-12-21",2000,12,21
357,"2000-12-22",2000,12,22
358,"2000-12-23",2000,12,23
359,"2000-12-24",2000,12,24
360,"2000-12-25",2000,12,25
361,"2000-12-26",2000,12,26
362,"2000-12-27",2000,12,27
363,"2000-12-28",2000,12,28
364,"2000-12-29",2000,12,29
365,"2000-12-30",2000,12,30
366,"2000-12-31",2000,12,31
367,"2001-01-01",2001,1,1
368,"2001-01-02",2001,1,2
369,"2001-01-03",2001,1,3
370,"2001-01-04",2001,1,4
371,"2001-01-05",2001,1,5
372,"2001-01-06",2001,1,6
373,"2001-01-07",2001,1,7
374,"2001-01-08",2001,1,8
375,"2001-01-09",2001,1,9
376,"2001-01-10",2001,1,10
377,"2001-01-11",2001,1,11
378,"2001-01-12",2001,1,12
379,"2001-01-13",2001,1,13
380,"2001-01-14",2001,1,14
381,"2001-01-15",2001,1,15
382,"2001-01-16",2001,1,16
383,"2001-01-17",2001,1,17
384,"2001-01-18",2001,1,18
385,"2001-01-19",2001,1,19
386,"2001-01-20",2001,1,20
387,"2001-01-21",2001,1,21
388,"2001-01-22",2001,1,22
389,"2001-01-23",2001,1,23
390,"2001-01-24",2001,1,24
391,"2001-01-25",2001,1,25
392,"2001-01-26",2001,1,26
393,"2001-01-27",2001,1,27
394,"2001-01-28",2001,1,28
395,"2001-01-29",2001,1,29
396,"2001-01-30",2001,1,30
397,"2001-01-31",2001,1,31
398,"2001-02-01",2001,2,1
399,"2001-02-02",2001,2,2
400,"2001-02-03",2001,2,3
401,"2001-02-04",2001,2,4
402,"2001-02-05",2001,2,5
403,"2001-02-06",2001,2,6
404,"2001-02-07",2001,2,7
405,"2001-02-08",2001,2,8
406,"2001-02-09",2001,2,9
407,"2001-02-10",2001,2,10
408,"2001-02-11",2001,2,11
409,"2001-02-12",2001,2,12
410,"2001-02-13",2001,2,13
411,"2001-02-14",2001,2,14
412,"2001-02-15",2001,2,15
413,"2001-02-16",2001,2,16
414,"2001-02-17",2001,2,17
415,"2001-02-18",2001,2,18
416,"2001-02-19",2001,2,19
417,"2001-02-20",2001,2,20
418,"2001-02-21",2001,2,21
419,"2001-02-22",2001,2,22
420,"2001-02-23",2001,2,23
421,"2001-02-24",2001,2,24
422,"2001-02-25",2001,2,25
423,"2001-02-26",2001,2,26
424,"2001-02-27",2001,2,27
425,"2001-02-28",2001,2,28
426,"2001-03-01",2001,3,1
427,"2001-03-02",2001,3,2
428,"2001-03-03",2001,3,3
429,"2001-03-04",2001,3,4
430,"2001-03-05",2001,3,5
431,"2001-03-06",2001,3,6
432,"2001-03-07",2001,3,7
433,"2001-03-08",2001,3,8
434,"2001-03-09",2001,3,9
435,"2001-03-10",2001,3,10
436,"2001-03-11",2001,3,11
437,"2001-03-12",2001,3,12
438,"2001-03-13",2001,3,13
439,"2001-03-14",2001,3,14
440,"2001-03-15",2001,3,15
441,"2001-03-16",2001,3,16
442,"2001-03-17",2001,3,17
443,"2001-03-18",2001,3,18
444,"2001-03-19",2001,3,19
445,"2001-03-20",2001,3,20
446,"2001-03-21",2001,3,21
447,"2001-03-22",2001,3,22
448,"2001-03-23",2001,3,23
449,"2001-03-24",2001,3,24
450,"2001-03-25",2001,3,25
451,"2001-03-26",2001,3,26
452,"2001-03-27",2001,3,27
453,"2001-03-28",2001,3,28
454,"2001-03-29",2001,3,29
455,"2001-03-30",2001,3,30
456,"2001-03-31",2001,3,31
457,"2001-04-01",2001,4,1
458,"2001-04-02",2001,4,2
459,"2001-04-03",2001,4,3
460,"2001-04-04",2001,4,4
461,"2001-04-05",2001,4,5
462,"2001-04-06",2001,4,6
463,"2001-04-07",2001,4,7
464,"2001-04-08",2001,4,8
465,"2001-04-09",2001,4,9
466,"2001-04-10",2001,4,10
467,"2001-04-11",2001,4,11
468,"2001-04-12",2001,4,12
469,"2001-04-13",2001,4,13
470,"2001-04-14",2001,4,14
471,"2001-04-15",2001,4,15
472,"2001-04-16",2001,4,16
473,"2001-04-17",2001,4,17
474,"2001-04-18",2001,4,18
475,"2001-04-19",2001,4,19
476,"2001-04-20",2001,4,20
477,"2001-04-21",2001,4,21
478,"2001-04-22",2001,4,22
479,"2001-04-23",2001,4,23
480,"2001-04-24",2001,4,24
481,"2001-04-25",2001,4,25
482,"2001-04-26",2001,4,26
483,"2001-04-27",2001,4,27
484,"2001-04-28",2001,4,28
485,"2001-04-29",2001,4,29
486,"2001-04-30",2001,4,30
487,"2001-05-01",2001,5,1
488,"2001-05-02",2001,5,2
489,"2001-05-03",2001,5,3
490,"2001-05-04",2001,5,4
491,"2001-05-05",2001,5,5
492,"2001-05-06",2001,5,6
493,"2001-05-07",2001,5,7
494,"2001-05-08",2001,5,8
495,"2001-05-09",2001,5,9
496,"2001-05-10",2001,5,10
497,"2001-05-11",2001,5,11
498,"2001-05-12",2001,5,12
499,"2001-05-13",2001,5,13
500,"2001-05-14",2001,5,14
501,"2001-05-15",2001,5,15
502,"2001-05-16",2001,5,16
503,"2001-05-17",2001,5,17
504,"2001-05-18",2001,5,18
505,"2001-05-19",2001,5,19
506,"2001-05-20",2001,5,20
507,"2001-05-21",2001,5,21
508,"2001-05-22",2001,5,22
509,"2001-05-23",2001,5,23
510,"2001-05-24",2001,5,24
511,"2001-05-25",2001,5,25
512,"2001-05-26",2001,5,26
513,"2001-05-27",2001,5,27
514,"2001-05-28",2001,5,28
515,"2001-05-29",2001,5,29
516,"2001-05-30",2001,5,30
517,"2001-05-31",2001,5,31
518,"2001-06-01",2001,6,1
519,"2001-06-02",2001,6,2
520,"2001-06-03",2001,6,3
521,"2001-06-04",2001,6,4
522,"2001-06-05",2001,6,5
523,"2001-06-06",2001,6,6
524,"2001-06-07",2001,6,7
525,"2001-06-08",2001,6,8
526,"2001-06-09",2001,6,9
527,"2001-06-10",2001,6,10
528,"2001-06-11",2001,6,11
529,"2001-06-12",2001,6,12
530,"2001-06-13",2001,6,13
531,"2001-06-14",2001,6,14
532,"2001-06-15",2001,6,15
533,"2001-06-16",2001,6,16
534,"2001-06-17",2001,6,17
535,"2001-06-18",2001,6,18
536,"2001-06-19",2001,6,19
537,"2001-06-20",2001,6,20
538,"2001-06-21",2001,6,21
539,"2001-06-22",2001,6,22
540,"2001-06-23",2001,6,23
541,"2001-06-24",2001,6,24
542,"2001-06-25",2001,6,25
543,"2001-06-26",2001,6,26
544,"2001-06-27",2001,6,27
545,"2001-06-28",2001,6,28
546,"2001-06-29",2001,6,29
547,"2001-06-30",2001,6,30
548,"2001-07-01",2001,7,1
549,"2001-07-02",2001,7,2
550,"2001-07-03",2001,7,3
551,"2001-07-04",2001,7,4
552,"2001-07-05",2001,7,5
553,"2001-07-06",2001,7,6
554,"2001-07-07",2001,7,7
555,"2001-07-08",2001,7,8
556,"2001-07-09",2001,7,9
557,"2001-07-10",2001,7,10
558,"2001-07-11",2001,7,11
559,"2001-07-12",2001,7,12
560,"2001-07-13",2001,7,13
561,"2001-07-14",2001,7,14
562,"2001-07-15",2001,7,15
563,"2001-07-16",2001,7,16
564,"2001-07-17",2001,7,17
565,"2001-07-18",2001,7,18
566,"2001-07-19",2001,7,19
567,"2001-07-20",2001,7,20
568,"2001-07-21",2001,7,21
569,"2001-07-22",2001,7,22
570,"2001-07-23",2001,7,23
571,"2001-07-24",2001,7,24
572,"2001-07-25",2001,7,25
573,"2001-07-26",2001,7,26
574,"2001-07-27",2001,7,27
575,"2001-07-28",2001,7,28
576,"2001-07-29",2001,7,29
577,"2001-07-30",2001,7,30
578,"2001-07-31",2001,7,31
579,"2001-08-01",2001,8,1
580,"2001-08-02",2001,8,2
581,"2001-08-03",2001,8,3
582,"2001-08-04",2001,8,4
583,"2001-08-05",2001,8,5
584,"2001-08-06",2001,8,6
585,"2001-08-07",2001,8,7
586,"2001-08-08",2001,8,8
587,"2001-08-09",2001,8,9
588,"2001-08-10",2001,8,10
589,"2001-08-11",2001,8,11
590,"2001-08-12",2001,8,12
591,"2001-08-13",2001,8,13
592,"2001-08-14",2001,8,14
593,"2001-08-15",2001,8,15
594,"2001-08-16",2001,8,16
595,"2001-08-17",2001,8,17
596,"2001-08-18",2001,8,18
597,"2001-08-19",2001,8,19
598,"2001-08-20",2001,8,20
599,"2001-08-21",2001,8,21
600,"2001-08-22",2001,8,22
601,"2001-08-23",2001,8,23
602,"2001-08-24",2001,8,24
603,"2001-08-25",2001,8,25
604,"2001-08-26",2001,8,26
605,"2001-08-27",2001,8,27
606,"2001-08-28",2001,8,28
607,"2001-08-29",2001,8,29
608,"2001-08-30",2001,8,30
609,"2001-08-31",2001,8,31
610,"2001-09-01",2001,9,1
611,"2001-09-02",2001,9,2
612,"2001-09-03",2001,9,3
613,"2001-09-04",2001,9,4
614,"2001-09-05",2001,9,5
615,"2001-09-06",2001,9,6
616,"2001-09-07",2001,9,7
617,"2001-09-08",2001,9,8
618,"2001-09-09",2001,9,9
619,"2001-09-10",2001,9,10
620,"2001-09-11",2001,9,11
621,"2001-09-12",2001,9,12
622,"2001-09-13",2001,9,13
623,"2001-09-14",2001,9,14
624,"2001-09-15",2001,9,15
625,"2001-09-16",2001,9,16
626,"2001-09-17",2001,9,17
627,"2001-09-18",2001,9,18
628,"2001-09-19",2001,9,19
629,"2001-09-20",2001,9,20
630,"2001-09-21",2001,9,21
631,"2001-09-22",2001,9,22
632,"2001-09-23",2001,9,23
633,"2001-09-24",2001,9,24
634,"2001-09-25",2001,9,25
635,"2001-09-26",2001,9,26
636,"2001-09-27",2001,9,27
637,"2001-09-28",2001,9,28
638,"2001-09-29",2001,9,29
639,"2001-09-30",2001,9,30
640,"2001-10-01",2001,10,1
641,"2001-10-02",2001,10,2
642,"2001-10-03",2001,10,3
643,"2001-10-04",2001,10,4
644,"2001-10-05",2001,10,5
645,"2001-10-06",2001,10,6
646,"2001-10-07",2001,10,7
647,"2001-10-08",2001,10,8
648,"2001-10-09",2001,10,9
649,"2001-10-10",2001,10,10
650,"2001-10-11",2001,10,11
651,"2001-10-12",2001,10,12
652,"2001-10-13",2001,10,13
653,"2001-10-14",2001,10,14
654,"2001-10-15",2001,10,15
655,"2001-10-16",2001,10,16
656,"2001-10-17",2001,10,17
657,"2001-10-18",2001,10,18
658,"2001-10-19",2001,10,19
659,"2001-10-20",2001,10,20
660,"2001-10-21",2001,10,21
661,"2001-10-22",2001,10,22
662,"2001-10-23",2001,10,23
663,"2001-10-24",2001,10,24
664,"2001-10-25",2001,10,25
665,"2001-10-26",2001,10,26
666,"2001-10-27",2001,10,27
667,"2001-10-28",2001,10,28
668,"2001-10-29",2001,10,29
669,"2001-10-30",2001,10,30
670,"2001-10-31",2001,10,31
671,"2001-11-01",2001,11,1
672,"2001-11-02",2001,11,2
673,"2001-11-03",2001,11,3
674,"2001-11-04",2001,11,4
675,"2001-11-05",2001,11,5
676,"2001-11-06",2001,11,6
677,"2001-11-07",2001,11,7
678,"2001-11-08",2001,11,8
679,"2001-11-09",2001,11,9
680,"2001-11-10",2001,11,10
681,"2001-11-11",2001,11,11
682,"2001-11-12",2001,11,12
683,"2001-11-13",2001,11,13
684,"2001-11-14",2001,11,14
685,"2001-11-15",2001,11,15
686,"2001-11-16",2001,11,16
687,"2001-11-17",2001,11,17
688,"2001-11-18",2001,11,18
689,"2001-11-19",2001,11,19
690,"2001-11-20",2001,11,20
691,"2001-11-21",2001,11,21
692,"2001-11-22",2001,11,22
693,"2001-11-23",2001,11,23
694,"2001-11-24",2001,11,24
695,"2001-11-25",2001,11,25
696,"2001-11-26",2001,11,26
697,"2001-11-27",2001,11,27
698,"2001-11-28",2001,11,28
699,"2001-11-29",2001,11,29
700,"2001-11-30",2001,11,30
701,"2001-12-01",2001,12,1
702,"2001-12-02",2001,12,2
703,"2001-12-03",2001,12,3
704,"2001-12-04",2001,12,4
705,"2001-12-05",2001,12,5
706,"2001-12-06",2001,12,6
707,"2001-12-07",2001,12,7
708,"2001-12-08",2001,12,8
709,"2001-12-09",2001,12,9
710,"2001-12-10",2001,12,10
711,"2001-12-11",2001,12,11
712,"2001-12-12",2001,12,12
713,"2001-12-13",2001,12,13
714,"2001-12-14",2001,12,14
715,"2001-12-15",2001,12,15
716,"2001-12-16",2001,12,16
717,"2001-12-17",2001,12,17
718,"2001-12-18",2001,12,18
719,"2001-12-19",2001,12,19
720,"2001-12-20",2001,12,20
721,"2001-12-21",2001,12,21
722,"2001-12-22",2001,12,22
723,"2001-12-23",2001,12,23
724,"2001-12-24",2001,12,24
725,"2001-12-25",2001,12,25
726,"2001-12-26",2001,12,26
727,"2001-12-27",2001,12,27
728,"2001-12-28",2001,12,28
729,"2001-12-29",2001,12,29
730,"2001-12-30",2001,12,30
731,"2001-12-31",2001,12,31
732,"2002-01-01",2002,1,1
733,"2002-01-02",2002,1,2
734,"2002-01-03",2002,1,3
735,"2002-01-04",2002,1,4
736,"2002-01-05",2002,1,5
737,"2002-01-06",2002,1,6
738,"2002-01-07",2002,1,7
739,"2002-01-08",2002,1,8
740,"2002-01-09",2002,1,9
741,"2002-01-10",2002,1,10
742,"2002-01-11",2002,1,11
743,"2002-01-12",2002,1,12
744,"2002-01-13",2002,1,13
745,"2002-01-14",2002,1,14
746,"2002-01-15",2002,1,15
747,"2002-01-16",2002,1,16
748,"2002-01-17",2002,1,17
749,"2002-01-18",2002,1,18
750,"2002-01-19",2002,1,19
751,"2002-01-20",2002,1,20
752,"2002-01-21",2002,1,21
753,"2002-01-22",2002,1,22
754,"2002-01-23",2002,1,23
755,"2002-01-24",2002,1,24
756,"2002-01-25",2002,1,25
757,"2002-01-26",2002,1,26
758,"2002-01-27",2002,1,27
759,"2002-01-28",2002,1,28
760,"2002-01-29",2002,1,29
761,"2002-01-30",2002,1,30
762,"2002-01-31",2002,1,31
763,"2002-02-01",2002,2,1
764,"2002-02-02",2002,2,2
765,"2002-02-03",2002,2,3
766,"2002-02-04",2002,2,4
767,"2002-02-05",2002,2,5
768,"2002-02-06",2002,2,6
769,"2002-02-07",2002,2,7
770,"2002-02-08",2002,2,8
771,"2002-02-09",2002,2,9
772,"2002-02-10",2002,2,10
773,"2002-02-11",2002,2,11
774,"2002-02-12",2002,2,12
775,"2002-02-13",2002,2,13
776,"2002-02-14",2002,2,14
777,"2002-02-15",2002,2,15
778,"2002-02-16",2002,2,16
779,"2002-02-17",2002,2,17
780,"2002-02-18",2002,2,18
781,"2002-02-19",2002,2,19
782,"2002-02-20",2002,2,20
783,"2002-02-21",2002,2,21
784,"2002-02-22",2002,2,22
785,"2002-02-23",2002,2,23
786,"2002-02-24",2002,2,24
787,"2002-02-25",2002,2,25
788,"2002-02-26",2002,2,26
789,"2002-02-27",2002,2,27
790,"2002-02-28",2002,2,28
791,"2002-03-01",2002,3,1
792,"2002-03-02",2002,3,2
793,"2002-03-03",2002,3,3
794,"2002-03-04",2002,3,4
795,"2002-03-05",2002,3,5
796,"2002-03-06",2002,3,6
797,"2002-03-07",2002,3,7
798,"2002-03-08",2002,3,8
799,"2002-03-09",2002,3,9
800,"2002-03-10",2002,3,10
801,"2002-03-11",2002,3,11
802,"2002-03-12",2002,3,12
803,"2002-03-13",2002,3,13
804,"2002-03-14",2002,3,14
805,"2002-03-15",2002,3,15
806,"2002-03-16",2002,3,16
807,"2002-03-17",2002,3,17
808,"2002-03-18",2002,3,18
809,"2002-03-19",2002,3,19
810,"2002-03-20",2002,3,20
811,"2002-03-21",2002,3,21
812,"2002-03-22",2002,3,22
813,"2002-03-23",2002,3,23
814,"2002-03-24",2002,3,24
815,"2002-03-25",2002,3,25
816,"2002-03-26",2002,3,26
817,"2002-03-27",2002,3,27
818,"2002-03-28",2002,3,28
819,"2002-03-29",2002,3,29
820,"2002-03-30",2002,3,30
